doc_id,vector_species,country,study_site,vector_control_method,biting_location,resting_location,disease,year,author,study_title,latitude,longitude,reported_insecticide_resistance_type
8419a14e-c500-4ba5-accd-c5514147facd,concept1: an. funestus,,concept1: idete village,concept2: irs,concept2: indoors,concept2: indoors,concept2: malaria,,,,concept2: 8.1°s,concept2: 36.6°e,concept2: widespread increase
8419a14e-c500-4ba5-accd-c5514147facd,concept1: an. funestus,,concept1: idete village,concept2: irs,concept2: indoors,concept2: indoors,concept2: malaria,,,,concept2: 8.1°s,concept2: 36.6°e,concept2: widespread increase
8419a14e-c500-4ba5-accd-c5514147facd,concept1: an. funestus,,concept1: idete village,concept2: irs,concept2: indoors,concept2: indoors,concept2: malaria,,,,concept2: 8.1°s,concept2: 36.6°e,concept2: widespread increase
8419a14e-c500-4ba5-accd-c5514147facd,concept1: an. funestus,,concept1: idete village,concept2: irs,concept2: indoors,concept2: indoors,concept2: malaria,,,,concept2: 8.1°s,concept2: 36.6°e,concept2: widespread increase
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
ede13de2-3e3e-494a-982d-7a82cbd8a3cf,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
3c54abd7-01ae-471a-9776-4b773e519075,,,,,,,,,,,,,
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
542a85df-2ee8-4a30-ad3b-3095eb6f7393,,,study sites:,,,,,,,,,,allelic variation of coding regions and/or the insertion of cis-regulatory sequences that lead to upregulation of expression
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
4bb4cc34-7391-4de8-9e3c-28fb34482daf,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
5d2d67f8-10e4-42d3-a5ab-b40f79697adb,,,,,,,,,,,,,
