,doc_id,vector_species,country,study_site,vector_control_method,biting_location,resting_location,disease,year,author,study_title,latitude,longitude,reported_insecticide_resistance,reported_insecticide_resistance_type
121,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
122,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
123,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
124,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
125,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
126,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
127,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
128,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
129,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
130,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
131,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
132,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
133,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
134,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
135,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
136,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
137,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
138,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
139,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
140,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
141,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
142,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
143,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
144,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
145,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
146,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
147,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
148,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
149,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
150,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
151,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
152,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
153,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
154,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
155,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
156,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
157,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
158,e897cb68-7c94-4164-b7dd-2aac1fa14185,an. funestus,,obuasi ghana,insecticides,indoor,indoor,malaria,2019,leon m.j. mugenzi,study,5.0,1.0,pyrethroid resistance,kdr
542,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge district,long-lasting insecticide-treated nets llins,indoor,indoor,malaria,2018,christine m. jones,complete anopheles funestus mitogenomes reveal an ancient history of mitochondrial lineages and their distribution in southern and central africa,-9.2869,28.759,,
543,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge district,long-lasting insecticide-treated nets llins,indoor,indoor,malaria,2018,christine m. jones,study,-9.2869,28.759,,
544,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,northern zambia,indoor residual spraying irs,outdoor,outdoor,malaria,2018,christine m. jones,study,-9.3247,28.7819,,
545,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,northern zambia,indoor residual spraying irs,outdoor,outdoor,malaria,2018,christine m. jones,study,-9.3247,28.7819,,
546,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-9.3042,28.7822,,
547,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-9.3042,28.7822,,
548,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,haut-katanga province,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-9.2926,28.7539,,
549,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-9.2926,28.7539,,
550,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,southeastern democratic republic of the congo,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-9.2675,28.45,,
551,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,southeastern democratic republic of the congo,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-9.2675,28.45,,
552,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-10.9398,26.953,,
553,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-10.9398,26.953,,
554,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilombero valley,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
555,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilombero valley,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
556,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,southern tanzania,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
557,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,southern tanzania,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
558,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilwa island,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
559,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilwa island,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
560,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilwa island,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
561,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge district,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
562,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge district,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
563,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge district,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
564,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge district,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
565,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
566,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
567,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
568,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
569,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
570,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
571,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge district,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
572,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge district,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
573,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge district,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
574,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge district,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
575,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
576,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
577,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilombero valley,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
578,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilombero valley,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
579,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
580,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
581,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
582,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
583,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
584,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
585,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
586,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
587,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
588,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
589,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
590,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
591,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
592,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
593,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
594,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,nchelenge,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
595,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilwa island,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
596,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilwa island,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
597,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilwa island,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
598,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kilwa island,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
599,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
600,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
601,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
602,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,kapolowe,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
603,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
604,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
605,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
606,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
607,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
608,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
609,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
610,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
611,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
612,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
613,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
614,b1497afa-ffe6-45d4-acba-7a5690f32d82,an. funestus,,lupiro,long-lasting insecticide-treated nets llins,outdoor,outdoor,plasmodium,2018,christine m. jones,study,-8.383,36.667,,
